,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence
1097,1,Burn,Jo Dee Messina,36,2000-12-02,2022-01-15,240.17332,-7.25,138.115,0.652,4.0,0.964,5.0,0.0,1.0,0.268
1098,30,Burn It Down,Linkin Park,23,2012-05-05,2012-10-06,230.25333,-4.45,110.006,0.935,4.0,1.0,9.0,0.646,0.0,0.609
1099,63,Burn Out,Midland,9,2019-01-12,2019-03-16,188.61333,-5.61,99.976,0.095,4.0,1.0,7.0,0.622,1.0,0.841
1100,83,Burn Slow,Wiz Khalifa ft. Rae Sremmurd,1,2015-09-26,2015-09-26,222.24725,-11.58,125.008,0.735,4.0,0.549,9.0,0.276,1.0,0.324
1101,100,Burn The House Down,AJR,1,2018-12-01,2018-12-01,212.37361,-4.357,184.353,0.165,4.0,0.733,0.0,0.452,1.0,0.524
1102,12,Burnin' It Down,Jason Aldean,20,2014-08-09,2014-12-20,219.16,-6.652,135.939,0.643,4.0,1.0,6.0,0.631,1.0,0.58
1103,5,Burnin' Up,"Faith Evans ft. Missy ""Misdemeanor"" Elliott",16,2002-08-17,2015-01-10,211.13333,-3.472,98.051,0.568,4.0,1.0,11.0,0.551,0.0,0.51
1104,29,Burning House,Cam,25,2015-08-01,2016-01-16,231.33333,-8.427,140.923,0.427,4.0,0.812,0.0,0.533,1.0,0.615
1105,45,Burning Man,Dierks Bentley ft. Brothers Osborne,17,2018-11-03,2019-02-23,238.49333,-7.221,119.073,0.772,4.0,0.865,5.0,0.241,1.0,0.294
1106,14,Bury A Friend,Billie Eilish,20,2019-02-09,2019-06-22,193.14331,-14.505,120.035,0.065,4.0,0.989,8.0,0.638,1.0,0.67
1107,61,Business Is Business,Lil Baby & Gunna,1,2018-10-20,2018-10-20,162.26834,-6.038,142.008,0.51,4.0,0.88,7.0,0.286,0.0,0.122
1108,47,Buss It,Erica Banks,13,2021-01-23,2021-04-17,187.0,-5.995,110.003,0.291,4.0,1.0,9.0,0.458,1.0,0.384
1109,20,Bussin,Nicki Minaj X Lil Baby,3,2022-02-26,2022-03-12,136.76059,-8.059,139.972,0.962,4.0,0.898,11.0,0.803,1.0,0.657
1110,93,Bust A Move,Glee Cast,1,2009-11-07,2009-11-07,264.33334,-4.966,118.99,0.905,4.0,1.0,9.0,0.483,1.0,0.428
1111,7,Bust It Baby Part 2,Plies ft. Ne-Yo,22,2008-04-12,2008-09-06,,,,,,,,,,
1112,51,Bust Me,Lil Uzi Vert,1,2020-03-21,2020-03-21,194.4518,-6.256,151.923,0.263,4.0,1.0,11.0,0.282,1.0,0.416
1113,31,Bust Your Windows,Jazmine Sullivan,15,2008-10-25,2009-01-31,266.30667,-4.233,106.991,0.505,4.0,1.0,5.0,0.154,0.0,0.532
1114,37,But For The Grace Of God,Keith Urban,20,2000-12-23,2001-05-05,224.10667,-6.083,104.021,0.657,4.0,0.784,0.0,0.55,1.0,0.655
1115,1,Butter,BTS,20,2021-06-05,2021-10-16,164.4415,-5.187,109.997,0.763,4.0,0.954,8.0,0.366,1.0,0.506
1116,14,Butterflies,Michael Jackson,20,2001-11-17,2002-03-30,279.16,-2.69,89.99,0.704,4.0,0.798,8.0,0.73,1.0,0.259
1117,1,Butterfly,Crazy Town,23,2001-01-06,2001-06-09,216.73334,-4.17,103.502,0.906,4.0,1.0,9.0,0.701,0.0,0.559
1118,81,Butterfly Doors,Lil Pump,2,2019-01-19,2019-01-26,132.92308,-11.265,130.008,0.859,4.0,1.0,5.0,0.06,1.0,0.269
1119,50,Butterfly Effect,Travis Scott,23,2017-06-17,2018-08-18,190.5571,-5.85,140.958,0.9,4.0,1.0,11.0,0.243,1.0,0.135
1120,56,Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,3,2009-04-25,2009-05-09,189.24,-12.632,134.977,0.778,4.0,1.0,11.0,0.444,1.0,0.632
1121,3,Buttons,The Pussycat Dolls ft. Snoop Dogg,30,2006-05-27,2006-12-16,225.56,-4.38,210.857,0.244,4.0,1.0,2.0,0.462,1.0,0.728
1122,22,Buy Dirt,Jordan Davis ft. Luke Bryan,37,2021-08-21,2022-04-30,167.48,-6.725,177.945,0.516,4.0,1.0,4.0,0.52,1.0,0.543
1123,41,Buy Me A Boat,Chris Janson,20,2015-06-13,2015-10-24,179.07777,-6.663,154.042,0.338,4.0,1.0,2.0,0.778,1.0,0.766
1124,40,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,20,2000-03-11,2000-07-22,,,,,,,,,,
1125,88,Buy My Own Drinks,Runaway June,5,2019-08-24,2019-09-21,206.29333,-4.406,155.963,0.925,4.0,0.984,5.0,0.811,1.0,0.527
1126,1,Buy U A Drank (Shawty Snappin'),T-Pain ft. Yung Joc,35,2007-03-10,2007-11-03,227.96,-8.141,80.028,0.432,4.0,0.987,1.0,0.639,1.0,0.523
1127,46,Buzzin',Shwayze ft. Cisco Adler,11,2008-06-21,2011-04-09,212.28,-8.156,93.018,0.69,4.0,1.0,2.0,0.641,1.0,0.441
1128,74,Buzzkill,Luke Bryan,2,2013-03-23,2013-03-30,217.85333,-4.787,144.992,0.72,4.0,1.0,6.0,0.851,1.0,0.815
1129,86,By My Lonely,Kevin Gates,1,2019-10-12,2019-10-12,130.61224,-4.947,147.014,0.299,4.0,1.0,5.0,0.442,0.0,0.528
1130,34,By The Way,Red Hot Chili Peppers,20,2002-06-15,2002-10-26,269.0,-3.442,91.455,0.122,4.0,1.0,9.0,0.608,1.0,0.38
1131,58,By Your Side,Sade,19,2001-01-20,2022-04-16,274.93332,-10.473,146.073,0.536,4.0,1.0,11.0,0.591,1.0,0.629
1132,19,Bye Bye,Mariah Carey,12,2008-05-03,2008-07-19,266.82666,-4.884,136.003,0.962,4.0,1.0,10.0,0.3,1.0,0.323
1133,4,Bye Bye Bye,'N Sync,23,2000-01-29,2000-07-01,200.4,-4.843,172.638,0.672,4.0,1.0,8.0,0.805,0.0,0.663
1134,27,C'mon,Ke$ha,16,2013-01-05,2013-04-20,172.53877,-5.014,127.983,0.882,4.0,1.0,2.0,0.508,1.0,0.582
1135,63,CAN'T STOP,DaBaby,1,2020-05-02,2020-05-02,168.37334,-5.849,140.04,0.371,4.0,1.0,11.0,0.183,0.0,0.185
1136,96,CC,Migos ft. Gucci Mane,1,2018-02-10,2018-02-10,259.34033,-6.705,134.009,0.655,4.0,1.0,9.0,0.419,0.0,0.47
1137,85,CHAMPION,DaBaby,1,2020-05-02,2020-05-02,132.81332,-6.067,145.071,0.247,4.0,0.802,0.0,0.747,0.0,0.577
1138,85,CHopstix,ScHoolboy Q + Travis Scott,1,2019-05-11,2019-05-11,180.45332,-7.092,127.931,0.563,4.0,1.0,9.0,0.839,0.0,0.608
1139,85,CRZY,Kehlani,5,2016-10-15,2016-11-12,191.72,-7.264,130.02,0.816,4.0,1.0,6.0,0.285,1.0,0.485
1140,73,Cake,Flo Rida & 99 Percent,6,2017-04-29,2017-06-03,157.16495,-4.247,105.078,0.715,4.0,1.0,2.0,0.208,1.0,0.45
1141,9,Cake By The Ocean,DNCE,46,2015-11-07,2016-09-17,219.14667,-5.446,119.002,0.826,4.0,1.0,4.0,0.408,0.0,0.397
1142,46,Calabria 2008,Enur ft. Natasja,20,2007-12-01,2008-04-12,230.65651,-5.552,125.995,0.871,4.0,1.0,10.0,0.629,0.0,0.525
1143,1,California Gurls,Katy Perry ft. Snoop Dogg,27,2010-05-29,2010-11-27,234.65334,-3.71,125.005,0.804,4.0,1.0,0.0,0.22,1.0,0.335
1144,37,California King Bed,Rihanna,14,2011-06-04,2011-09-03,251.6,-3.992,169.899,0.343,4.0,0.98,7.0,0.653,1.0,0.848
1145,69,Californication,Red Hot Chili Peppers,19,2000-07-29,2000-12-02,329.73334,-2.788,96.483,0.53,4.0,1.0,9.0,0.603,0.0,0.607
1146,62,Call Casting,Migos,1,2017-02-18,2017-02-18,232.70544,-4.851,130.015,0.725,4.0,1.0,1.0,0.136,1.0,0.276
1147,27,Call It What You Want,Taylor Swift,2,2017-11-25,2017-12-02,203.50667,-9.874,163.954,0.272,4.0,1.0,9.0,0.146,1.0,0.238
1148,31,Call Me,Tweet,19,2002-06-01,2002-10-05,177.37334,-8.117,167.468,0.118,4.0,1.0,1.0,0.741,0.0,0.522
1149,1,Call Me Maybe,Carly Rae Jepsen,50,2012-03-10,2013-02-16,193.4,-6.548,120.021,0.779,4.0,1.0,7.0,0.954,1.0,0.855
1150,10,Call Me When You're Sober,Evanescence,22,2006-09-02,2007-01-27,214.70667,-4.094,93.41,0.145,4.0,1.0,7.0,0.436,1.0,0.427
1151,75,Call My Name,Prince,18,2004-08-21,2004-12-25,315.77332,-5.068,113.984,0.189,4.0,1.0,5.0,0.156,0.0,0.011
1152,25,Call On Me,Janet & Nelly,18,2006-07-08,2017-05-20,204.26666,-6.053,82.008,0.725,4.0,1.0,8.0,0.128,0.0,0.194
1153,4,Call Out My Name,The Weeknd,18,2018-04-14,2018-08-11,228.37334,-4.954,134.17,0.294,3.0,1.0,1.0,0.247,1.0,0.252
1154,100,Call The Coroner,Future,1,2019-02-02,2019-02-02,131.75574,-3.331,134.55,0.819,4.0,1.0,11.0,0.492,0.0,0.468
1155,56,Call You Mine,The Chainsmokers & Bebe Rexha,14,2019-06-15,2019-09-14,217.64,-5.6,104.01,0.557,4.0,1.0,4.0,0.287,0.0,0.351
1156,52,Callaita,Bad Bunny & Tainy,20,2019-06-22,2019-11-02,250.53397,-4.773,176.086,0.222,4.0,1.0,2.0,0.453,1.0,0.706
1157,78,Called Out In The Dark,Snow Patrol,1,2012-01-28,2012-01-28,241.93333,-4.68,120.003,0.749,4.0,1.0,0.0,0.52,1.0,0.627
1158,21,Callin' Me,Lil' Zane ft. 112,13,2000-07-29,2000-10-21,257.30667,-5.096,106.956,0.703,4.0,1.0,8.0,0.454,0.0,0.293
1159,19,Calling All Angels,Train,29,2003-05-24,2003-12-06,242.2,-5.368,166.166,0.016,4.0,1.0,3.0,0.673,1.0,0.696
1160,86,Calling All The Monsters,China Anne McClain,2,2011-10-15,2011-10-29,206.50667,-5.842,141.98,0.9,4.0,0.607,2.0,0.532,1.0,0.498
1161,3,Calling My Phone,Lil Tjay ft. 6LACK,22,2021-02-27,2021-07-24,205.458,-7.636,104.949,0.544,4.0,1.0,4.0,0.673,0.0,0.559
1162,46,Calling My Spirit,Kodak Black,17,2018-12-15,2019-04-06,152.0,-9.954,119.985,0.9,4.0,1.0,1.0,0.273,1.0,0.49
1163,94,Calm Down,Busta Rhymes ft. Eminem,1,2014-07-19,2014-07-19,355.66666,-3.958,115.029,0.014,5.0,1.0,1.0,0.332,0.0,0.343
1164,71,Calma,Pedro Capo X Farruko,20,2019-03-23,2019-08-10,238.2,-4.218,126.899,0.544,4.0,1.0,11.0,0.33,0.0,0.465
1165,66,Came And Saw,Young Thug ft. Rowdy Rebel,1,2021-05-01,2021-05-01,174.41333,-6.791,123.952,0.65,4.0,1.0,2.0,0.467,1.0,0.488
1166,36,Came Here To Forget,Blake Shelton,19,2016-03-26,2016-07-30,220.41333,-6.874,130.023,0.622,4.0,0.646,1.0,0.005,0.0,0.299
1167,37,Camelot,NLE Choppa,20,2019-09-28,2020-02-15,148.75919,-5.252,175.046,0.196,4.0,0.94,7.0,0.482,1.0,0.456
1168,87,Camouflage,Brad Paisley,9,2011-12-17,2012-02-11,266.14667,-3.67,113.633,1.0,4.0,0.599,4.0,0.406,1.0,0.369
1169,50,Can I,Kehlani ft. Tory Lanez,1,2020-05-23,2020-05-23,167.8102,-3.752,119.537,0.299,4.0,0.993,1.0,0.059,1.0,0.373
1170,26,Can I Get It,Adele,2,2021-12-04,2021-12-11,210.38403,-6.118,97.985,0.294,4.0,1.0,9.0,0.692,0.0,0.543
1171,49,Can I Have It Like That,Pharrell ft. Gwen Stefani,8,2005-11-05,2005-12-24,235.36,-7.532,100.99,0.473,4.0,0.895,7.0,0.514,1.0,0.564
1172,98,Can I Have This Dance,Zac Efron & Vanessa Hudgens,2,2008-11-08,2008-11-15,,,,,,,,,,
1173,99,Can U Believe,Robin Thicke,2,2007-08-18,2007-09-22,291.96,-7.772,82.07,0.41,4.0,1.0,11.0,0.508,1.0,0.564
1174,17,Can't Be Broken,Lil Wayne,2,2018-10-13,2018-10-20,193.24336,-5.997,99.283,0.175,5.0,0.841,2.0,0.599,0.0,0.728
1175,43,Can't Be Friends,Trey Songz,20,2010-10-02,2011-02-12,220.37334,-7.975,171.842,0.178,4.0,1.0,11.0,0.349,0.0,0.377
1176,8,Can't Be Tamed,Miley Cyrus,10,2010-06-05,2010-08-07,168.21333,-2.919,116.98,0.801,4.0,1.0,11.0,0.537,0.0,0.615
1177,56,Can't Believe,Faith Evans ft. Carl Thomas,20,2001-05-05,2001-09-15,300.16,-4.828,89.591,0.361,4.0,0.995,7.0,0.412,1.0,0.454
1178,7,Can't Believe It,T-Pain ft. Lil Wayne,24,2008-08-16,2009-01-24,273.82666,-8.869,89.828,0.057,4.0,1.0,10.0,0.461,0.0,0.581
1179,25,Can't Deny It,Fabolous ft. Nate Dogg,20,2001-07-21,2001-12-01,306.44,-4.118,90.04,0.629,4.0,1.0,4.0,0.725,0.0,0.558
1180,50,Can't Die,Juice WRLD,2,2020-07-25,2020-08-01,182.92204,-5.89,84.008,0.2,4.0,1.0,2.0,0.66,1.0,0.741
1181,99,Can't Explain,Lil Baby,1,2020-03-14,2020-03-14,181.3411,-10.201,160.009,0.234,4.0,1.0,10.0,0.185,1.0,0.49
1182,1,Can't Feel My Face,The Weeknd,41,2015-06-27,2016-04-02,213.52,-5.526,107.949,0.738,4.0,1.0,9.0,0.796,0.0,0.622
1183,11,Can't Fight The Moonlight,LeAnn Rimes,42,2000-09-09,2002-05-04,215.50667,-6.341,97.865,0.469,4.0,0.964,6.0,0.069,0.0,0.456
1184,52,Can't Get Enough,J. Cole ft. Trey Songz,20,2011-12-17,2012-04-28,225.96,-7.399,132.035,0.549,4.0,1.0,2.0,0.483,1.0,0.472
1185,7,Can't Get You Out Of My Head,Kylie Minogue,20,2002-01-26,2002-06-08,230.64,-7.516,126.007,0.814,4.0,1.0,9.0,0.653,0.0,0.6
1186,84,Can't Go For That,Tamia,5,2000-09-16,2000-10-14,226.33333,-7.036,106.039,0.614,4.0,1.0,11.0,0.236,0.0,0.265
1187,82,Can't Have Everything,Drake,2,2017-04-08,2017-04-15,228.4376,-8.429,82.445,0.071,4.0,0.827,1.0,0.36,1.0,0.377
1188,14,Can't Help But Wait,Trey Songz,24,2007-10-06,2008-03-15,206.41333,-5.564,94.977,0.476,4.0,1.0,8.0,0.464,0.0,0.444
1189,74,Can't Help Falling In Love,Christina Grimmie,1,2014-06-07,2014-06-07,188.00726,-6.814,80.477,0.059,1.0,0.407,4.0,0.466,1.0,0.532
1190,1,Can't Hold Us,Macklemore & Ryan Lewis ft. Ray Dalton,39,2013-02-16,2013-11-16,258.3428,-4.457,146.078,0.614,4.0,0.985,2.0,0.414,1.0,0.481
1191,12,Can't Hold Us Down,Christina Aguilera ft. Lil' Kim,20,2003-08-02,2003-12-13,255.26666,-4.481,98.989,0.577,4.0,1.0,8.0,0.447,1.0,0.567
1192,40,Can't Leave 'Em Alone,Ciara ft. 50 Cent,13,2007-08-04,2007-10-27,244.76,-6.015,100.614,0.312,4.0,1.0,1.0,0.521,0.0,0.514
1193,58,Can't Leave Without It,21 Savage,4,2019-01-05,2019-01-26,205.3517,-6.952,131.982,0.146,4.0,0.876,6.0,0.37,0.0,0.459
1194,71,Can't Let Go,Anthony Hamilton,19,2006-03-18,2006-07-29,232.53333,-6.905,127.984,0.706,4.0,0.98,10.0,0.42,1.0,0.348
1195,4,Can't Let You Go,Fabolous ft. Mike Shorey & Lil' Mo,23,2003-03-08,2003-08-09,223.97333,-6.569,192.082,0.41,4.0,1.0,9.0,0.345,1.0,0.346
1196,97,Can't Nobody,Kelly Rowland,5,2003-03-08,2003-04-05,244.13333,-6.134,97.373,0.524,4.0,1.0,6.0,0.295,1.0,0.442
1197,94,Can't Raise A Man,K. Michelle,7,2014-02-15,2014-04-05,208.04,-5.215,151.804,0.406,4.0,1.0,5.0,0.418,1.0,0.201
1198,15,Can't Remember To Forget You,Shakira ft. Rihanna,19,2014-02-01,2014-06-07,206.86667,-3.556,137.968,0.927,4.0,1.0,11.0,0.681,0.0,0.677
1199,38,Can't Say,Travis Scott,2,2018-08-18,2018-08-25,198.40845,-5.366,147.98,0.343,4.0,0.994,10.0,0.313,0.0,0.399
1200,83,Can't Shake You,Gloriana,4,2013-05-25,2013-06-22,266.97333,-6.611,112.988,0.885,4.0,0.988,9.0,0.439,1.0,0.551
1201,99,Can't Sleep Love,Pentatonix,1,2015-11-07,2015-11-07,173.05333,-7.05,94.596,0.636,4.0,0.993,2.0,0.389,1.0,0.466
1202,84,Can't Stay,Dave Hollister,4,2000-03-25,2000-04-15,377.4,-7.764,118.711,0.098,3.0,1.0,11.0,0.7,1.0,0.589
1203,57,Can't Stop,Red Hot Chili Peppers,20,2003-02-08,2003-06-21,269.0,-3.442,91.455,0.122,4.0,1.0,9.0,0.608,1.0,0.38
1204,88,Can't Stop Dancin',Becky G,3,2015-01-10,2015-02-14,198.85265,-7.946,100.052,0.245,4.0,1.0,0.0,0.069,0.0,0.234
1205,76,Can't Stop Loving You,Phil Collins,20,2003-02-01,2003-06-14,256.45334,-5.686,100.155,0.086,4.0,0.988,0.0,0.661,1.0,0.26
1206,1,Can't Stop The Feeling!,Justin Timberlake,52,2016-05-28,2017-05-20,237.54668,-5.721,113.035,0.891,4.0,1.0,0.0,0.092,1.0,0.376
1207,14,"Can't Stop, Won't Stop",Young Gunz,20,2003-08-09,2003-12-20,262.8,-3.041,99.992,0.789,4.0,1.0,6.0,0.372,0.0,0.257
1208,18,Can't Take A Joke,Drake,4,2018-07-14,2018-08-04,163.97433,-7.249,173.897,0.096,4.0,0.891,10.0,0.862,0.0,0.801
1209,41,Can't Tell Me Nothing,Kanye West,19,2007-06-16,2007-11-24,271.6,-6.133,80.029,0.386,4.0,0.994,5.0,0.642,0.0,0.57
1210,82,Canadian Idiot,"""Weird Al"" Yankovic",3,2006-10-21,2006-11-04,143.04,-9.211,185.978,0.283,4.0,1.0,8.0,0.503,1.0,0.596
1211,81,Canceled,Larray,1,2020-10-31,2020-10-31,173.88005,-5.36,82.108,0.059,4.0,0.987,11.0,0.401,0.0,0.36
1212,91,Cancer,twenty one pilots,1,2016-10-08,2016-10-08,236.82668,-11.045,75.065,0.307,4.0,1.0,2.0,0.6,1.0,0.575
1213,57,Candle (Sick And Tired),The White Tie Affair,8,2009-03-21,2009-05-09,230.70667,-5.729,139.002,0.573,3.0,0.777,0.0,0.601,1.0,0.59
1214,71,Candles,Glee Cast,1,2011-04-02,2011-04-02,171.37334,-8.479,176.217,0.177,4.0,0.903,2.0,0.719,1.0,0.692
1215,86,Candy,Mandy Moore,20,2000-02-05,2020-01-11,234.13333,-4.23,100.491,0.087,4.0,1.0,7.0,0.545,1.0,0.453
1216,34,Candy Paint,Post Malone,21,2017-11-11,2018-05-12,227.53333,-5.941,180.064,0.096,4.0,0.891,4.0,0.487,1.0,0.546
1217,1,Candy Shop,50 Cent ft. Olivia,23,2005-02-05,2005-07-09,209.10667,-7.961,125.173,0.25,5.0,1.0,11.0,0.024,1.0,0.512
1218,25,Candyman,Christina Aguilera,17,2007-01-20,2007-06-09,194.21333,-4.713,172.976,0.79,4.0,1.0,8.0,0.306,0.0,0.328
1219,77,Cannibal,Ke$ha,1,2010-11-27,2010-11-27,,,,,,,,,,
1220,75,Cannonball,Lea Michele,1,2013-12-28,2013-12-28,215.42667,-3.134,91.985,0.214,4.0,0.963,4.0,0.242,1.0,0.368
1221,78,Capsize,Frenship & Emily Warren,10,2016-10-15,2016-12-17,237.70667,-6.244,92.991,0.125,4.0,1.0,5.0,0.0,0.0,0.169
1222,74,Captain Hook,Megan Thee Stallion,4,2020-03-21,2020-05-09,176.74992,-5.002,163.991,0.11,4.0,1.0,10.0,0.486,0.0,0.495
1223,63,Car Wash,Christina Aguilera ft. Missy Elliott,5,2004-09-11,2004-10-09,,,,,,,,,,
1224,18,Caramel,City High ft. Eve,24,2001-10-13,2002-03-23,212.29333,-8.267,93.036,0.43,4.0,1.0,5.0,0.421,0.0,0.528
1225,76,Caramelo,Ozuna x Karol G x Myke Towers,10,2020-08-29,2020-10-31,233.16,-4.539,168.062,0.545,4.0,1.0,3.0,0.0,0.0,0.0
1226,1,Cardigan,Don Toliver,14,2020-03-28,2020-11-07,158.70892,-6.542,142.046,0.242,4.0,1.0,4.0,0.374,0.0,0.373
1227,78,Careful,Paramore,1,2009-10-17,2009-10-17,230.44,-3.703,164.997,0.269,4.0,0.921,8.0,0.225,1.0,0.458
1228,33,Careless Whisper,Seether,22,2009-02-21,2017-01-14,296.97333,-4.196,134.031,0.55,4.0,0.955,2.0,0.54,1.0,0.431
1229,45,Carlene,Phil Vassar,20,2000-03-04,2000-07-22,246.24,-5.725,129.222,0.79,4.0,0.934,4.0,0.726,1.0,0.611
1230,36,Carolina,Parmalee,19,2013-10-05,2014-02-08,201.34666,-3.53,159.824,0.403,4.0,1.0,10.0,0.684,1.0,0.678
1231,11,Caroline,Amine,28,2016-09-24,2017-04-01,209.64,-10.179,120.04,0.114,4.0,0.97,5.0,0.0,0.0,0.096
1232,24,Carousel,Travis Scott,2,2018-08-18,2018-08-25,180.18254,-5.914,95.387,0.21,5.0,0.794,5.0,0.321,0.0,0.383
1233,20,Carry On,fun.,20,2013-01-19,2017-09-16,278.37332,-5.769,145.434,0.031,5.0,1.0,5.0,0.926,1.0,0.702
1234,11,Carry Out,Timbaland ft. Justin Timberlake,26,2009-12-19,2010-06-12,232.46667,-6.693,115.68,0.108,5.0,0.802,10.0,0.624,0.0,0.551
1235,62,Carter Son,YoungBoy Never Broke Again,2,2019-10-26,2019-11-02,163.93066,-4.005,82.155,0.402,4.0,0.991,10.0,0.482,0.0,0.572
1236,2,Case Of The Ex (Whatcha Gonna Do),Mya,30,2000-08-19,2001-03-10,236.82668,-4.721,98.001,0.343,4.0,1.0,1.0,0.463,0.0,0.48
1237,72,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,3,2017-03-04,2017-03-18,129.38449,-10.732,122.044,0.397,4.0,1.0,11.0,0.206,0.0,0.171
1238,36,Cash Shit,Megan Thee Stallion ft. DaBaby,20,2019-07-06,2019-11-16,192.53986,-4.904,130.028,0.849,4.0,1.0,1.0,0.282,1.0,0.47
1239,36,Cashin' Out,Ca$h Out,20,2012-04-28,2012-09-08,238.76,-3.627,129.989,0.447,4.0,1.0,1.0,0.718,0.0,0.641
1240,99,Casper,TakeOff,1,2018-11-17,2018-11-17,197.07918,-7.397,140.071,0.72,4.0,1.0,1.0,0.413,1.0,0.509
1241,96,Castaway,Zac Brown Band,2,2016-08-13,2016-09-03,188.05333,-5.201,101.092,0.356,4.0,0.994,8.0,0.624,1.0,0.606
1242,6,Castle On The Hill,Ed Sheeran,33,2017-01-28,2017-09-09,261.1537,-4.868,135.007,0.868,4.0,0.98,2.0,0.54,1.0,0.646
1243,91,Castles In The Sky,Ian Van Dahl ft. Marsha,10,2001-08-04,2001-11-24,227.13333,-6.422,139.992,0.886,4.0,0.996,0.0,0.673,0.0,0.681
1244,97,Cat Daddy,Rej3ctz,1,2011-06-18,2011-06-18,200.80327,-8.663,101.967,0.143,4.0,1.0,2.0,0.344,1.0,0.051
1245,29,Catch,Brett Young,17,2020-02-08,2020-06-20,196.44,-6.337,156.036,0.482,4.0,0.865,2.0,0.43,1.0,0.585
1246,89,Catch Me,Demi Lovato,1,2009-08-08,2009-08-08,190.0,-11.991,185.425,0.17,4.0,1.0,4.0,0.622,1.0,0.611
1247,19,Catch My Breath,Kelly Clarkson,24,2012-11-03,2013-04-20,250.38667,-5.364,124.042,0.882,4.0,0.878,9.0,0.528,1.0,0.513
1248,14,Cater 2 U,Destiny's Child,24,2005-04-30,2005-10-08,245.4,-7.043,125.802,0.477,4.0,1.0,11.0,0.425,0.0,0.567
1249,54,Caught Out There,Kelis,12,2000-01-01,2000-02-19,291.70667,-6.775,92.996,0.761,4.0,1.0,7.0,0.966,1.0,0.697
1250,63,Caught Their Eyes,JAY-Z ft. Frank Ocean,1,2017-07-29,2017-07-29,206.13333,-6.356,84.965,0.293,4.0,1.0,1.0,0.853,1.0,0.696
1251,8,Caught Up,Usher,27,2004-12-11,2005-06-11,224.64,-4.606,110.086,0.977,4.0,1.0,6.0,0.391,1.0,0.513
1252,96,Cecilia And The Satellite,Andrew McMahon In The Wilderness,3,2015-09-12,2015-10-24,223.87973,-7.123,194.0,0.005,4.0,1.0,5.0,0.144,1.0,0.049
1253,52,Celebrate,DJ Khaled ft. Travis Scott & Post Malone,1,2019-06-01,2019-06-01,206.49892,-3.07,67.4,0.018,4.0,1.0,9.0,0.052,0.0,0.142
1254,71,Celebration,Madonna,12,2009-08-22,2013-02-09,240.28,-3.419,136.506,0.979,4.0,1.0,0.0,0.738,1.0,0.691
1255,34,Celebration Station,Lil Uzi Vert,1,2020-03-21,2020-03-21,195.05827,-4.156,142.086,0.793,4.0,0.979,6.0,0.196,1.0,0.27
1256,31,Celebrity,Brad Paisley,20,2003-06-14,2003-10-25,223.4,-4.535,123.777,0.955,4.0,0.867,0.0,0.795,1.0,0.712
1257,10,Centuries,Fall Out Boy,34,2014-09-27,2015-05-16,228.36,-2.868,176.042,0.375,4.0,0.995,4.0,0.295,0.0,0.367
1258,68,Ch-Check It Out,Beastie Boys,12,2004-05-15,2004-07-31,192.42667,-7.02,115.062,0.476,4.0,1.0,1.0,0.373,1.0,0.409
1259,83,Cha-Cha Slide,Mr. C The Slide Man,10,2001-01-06,2001-03-10,,,,,,,,,,
1260,7,Chain Hang Low,Jibbs,20,2006-08-19,2006-12-30,207.58667,-6.869,157.147,0.231,4.0,1.0,4.0,0.371,0.0,0.361
1261,4,Chained To The Rhythm,Katy Perry ft. Skip Marley,15,2017-03-04,2017-06-10,237.73334,-5.404,95.029,0.004,4.0,1.0,0.0,0.406,1.0,0.493
1262,13,Chains,Nick Jonas,20,2015-02-14,2015-06-27,203.10667,-5.881,76.006,0.126,4.0,0.984,0.0,0.803,0.0,0.727
1263,86,Chainsaw,The Band Perry,9,2014-05-31,2014-07-26,227.84,-4.254,84.006,0.021,4.0,1.0,2.0,0.809,1.0,0.783
1264,75,Champagne Life,Ne-Yo,8,2010-08-07,2010-09-25,323.93332,-4.155,193.069,0.177,3.0,0.848,7.0,0.542,1.0,0.454
1265,33,Champagne Night,Lady A,14,2020-10-31,2021-02-06,185.06998,-2.796,149.929,0.048,4.0,0.973,4.0,0.714,1.0,0.64
1266,4,Champagne Poetry,Drake,7,2021-09-18,2021-10-30,336.5113,-7.012,86.743,0.0,4.0,0.748,6.0,0.108,0.0,0.165
1267,21,Champagne Problems,Taylor Swift,2,2020-12-26,2021-01-02,244.0,-12.077,171.319,0.317,4.0,0.977,0.0,0.676,1.0,0.767
1268,86,Champion,NAV ft. Travis Scott,1,2018-06-02,2018-06-02,195.05333,-3.395,162.005,0.176,4.0,1.0,5.0,0.439,0.0,0.552
1269,71,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",3,2016-07-02,2016-07-16,334.25333,-2.48,134.952,0.608,4.0,0.869,6.0,0.141,0.0,0.327
1270,70,Championships,Meek Mill,1,2018-12-15,2018-12-15,180.52203,-6.365,86.003,0.056,4.0,0.947,4.0,0.54,0.0,0.523
